SortOrder,Active,FinanceBulletinGroup,LowRateOffer,RebateCompatible,StartDate,EndDate,ProgramName,TermMonths,APR,MinDownAmount,MinDownPercent,MinAmount,MaxAmount,BidCompatible,FleetCompatible,Public,Display,ProgramID,UCCFilingFee,CustomerOriginationFee,FinanceType,BrandID,Lender,GROUP_YZ200,GROUP_YZ300,GROUP_YZ400,GROUP_SA223,GROUP_SA325,GROUP_SA425,GROUP_SA425DHX,GROUP_YT235,GROUP_YT235C,GROUP_YT347,GROUP_YT347C,GROUP_YT359,GROUP_YT359C,GROUP_YM225,GROUP_YM232,GROUP_YM238,GROUP_YM342,GROUP_YM347,GROUP_YM359,GROUP_SM240,GROUP_SM240H,GROUP_SM475,GROUP_BULL,GROUP_LONGHORN,GROUP_BRAHMA,ApplicationURL,Notes
70,T,ZTR,T,F,2026-08-01,2026-09-30,4.99% for 36 Months,36,0.0499, ,,,,F,F,T,T,YA-70-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
71,T,ZTR,T,F,2026-08-01,2026-09-30,0.00% for 48 Months,48,0, ,,,,F,F,T,T,YA-71-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
72,T,ZTR,T,F,2026-08-01,2026-09-30,0.99% for 48 Months,48,0.0099, ,,,,F,F,T,T,YA-72-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
73,T,ZTR,T,F,2026-08-01,2026-09-30,1.99% for 48 Months,48,0.0199, ,,,,F,F,T,T,YA-73-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
74,T,ZTR,T,F,2026-08-01,2026-09-30,2.99% for 48 Months,48,0.0299, ,,,,F,F,T,T,YA-74-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
75,T,ZTR,T,F,2026-08-01,2026-09-30,3.99% for 48 Months,48,0.0399, ,,,,F,F,T,T,YA-75-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
76,T,ZTR,T,F,2026-08-01,2026-09-30,4.99% for 48 Months,48,0.0499, ,,,,F,F,T,T,YA-76-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
77,T,ZTR,T,F,2026-08-01,2026-09-30,0.00% for 60 Months,60,0, ,,,,F,F,T,T,YA-77-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
78,T,ZTR,T,F,2026-08-01,2026-09-30,0.99% for 60 Months,60,0.0099, ,,,,F,F,T,T,YA-78-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
79,T,ZTR,T,F,2026-08-01,2026-09-30,1.99% for 60 Months,60,0.0199, ,,,,F,F,T,T,YA-79-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
80,T,ZTR,T,F,2026-08-01,2026-09-30,2.99% for 60 Months,60,0.0299, ,,,,F,F,T,T,YA-80-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
81,T,ZTR,T,F,2026-08-01,2026-09-30,3.99% for 60 Months,60,0.0399, ,,,,F,F,T,T,YA-81-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
82,T,ZTR,T,F,2026-08-01,2026-09-30,4.99% for 60 Months,60,0.0499, ,,,,F,F,T,T,YA-82-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
83,T,ZTR,T,F,2026-08-01,2026-09-30,0.00% for 72 Months,72,0, ,,,,F,F,T,T,YA-83-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
84,T,ZTR,T,F,2026-08-01,2026-09-30,0.99% for 72 Months,72,0.0099, ,,,,F,F,T,T,YA-84-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
85,T,ZTR,T,F,2026-08-01,2026-09-30,1.99% for 72 Months,72,0.0199, ,,,,F,F,T,T,YA-85-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
86,T,ZTR,T,F,2026-08-01,2026-09-30,2.99% for 72 Months,72,0.0299, ,,,,F,F,T,T,YA-86-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
87,T,ZTR,T,F,2026-08-01,2026-09-30,3.99% for 72 Months,72,0.0399, ,,,,F,F,T,T,YA-87-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
88,T,ZTR,T,F,2026-08-01,2026-09-30,4.99% for 72 Months,72,0.0499, ,,,,F,F,T,T,YA-88-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
89,T,ZTR,T,F,2026-08-01,2026-09-30,0.00% for 84 Months,84,0, ,,,,F,F,T,T,YA-89-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
90,T,ZTR,T,F,2026-08-01,2026-09-30,0.99% for 84 Months,84,0.0099, ,,,,F,F,T,T,YA-90-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
91,T,ZTR,T,F,2026-08-01,2026-09-30,1.99% for 84 Months,84,0.0199, ,,,,F,F,T,T,YA-91-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,, , , ,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
92,T,ZTR,T,F,2026-08-01,2026-09-30,2.99% for 84 Months,84,0.0299, ,,,,F,F,T,T,YA-92-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
93,T,ZTR,T,F,2026-08-01,2026-09-30,3.99% for 84 Months,84,0.0399, ,,,,F,F,T,T,YA-93-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
94,T,ZTR,T,F,2026-08-01,2026-09-30,4.99% for 84 Months,84,0.0499, ,,,,F,F,T,T,YA-94-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
95,T,ZTR,T,F,2026-08-01,2026-09-30,6.99% for 120 Months,120,0.0699, ,,15000,,F,F,T,T,YA-95-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,T,T,T,,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,All Yanmar ZTR models. Low-rate financing; rebates and free power-product offers not available.
96,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 36 Months,36,0.0599, ,,,,F,F,T,T,YA-96-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
97,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 48 Months,48,0.0599, ,,,,F,F,T,T,YA-97-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
98,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 60 Months,60,0.0599, ,,,,F,F,T,T,YA-98-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
99,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 72 Months,72,0.0599, ,,,,F,F,T,T,YA-99-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
100,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 84 Months,84,0.0699, ,,,,F,F,T,T,YA-100-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
101,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 96 Months,96,0.0699, ,,,,F,F,T,T,YA-101-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
102,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 120 Months,120,0.0699, ,,15000,,F,F,T,T,YA-102-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,"Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV. Minimum amount financed $15,000."
103,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 36 Months,36,0.0599, ,,,,F,F,T,T,YA-103-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
104,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 48 Months,48,0.0599, ,,,,F,F,T,T,YA-104-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
105,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 60 Months,60,0.0599, ,,,,F,F,T,T,YA-105-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
106,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 72 Months,72,0.0599, ,,,,F,F,T,T,YA-106-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
107,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 84 Months,84,0.0699, ,,,,F,F,T,T,YA-107-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
108,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 96 Months,96,0.0699, ,,,,F,F,T,T,YA-108-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
109,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 120 Months,120,0.0699, ,,15000,,F,F,T,T,YA-109-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,"Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV. Minimum amount financed $15,000."
110,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 36 Months,36,0.0599, ,,,,F,F,T,T,YA-110-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
111,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 48 Months,48,0.0599, ,,,,F,F,T,T,YA-111-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
112,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 60 Months,60,0.0599, ,,,,F,F,T,T,YA-112-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
113,T,ALL,F,T,2026-08-01,2026-09-30,5.99% for 72 Months,72,0.0599, ,,,,F,F,T,T,YA-113-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
114,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 84 Months,84,0.0699, ,,,,F,F,T,T,YA-114-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
115,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 96 Months,96,0.0699, ,,,,F,F,T,T,YA-115-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
116,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 120 Months,120,0.0699, ,,15000,,F,F,T,T,YA-116-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,"Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV. Minimum amount financed $15,000."
117,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 36 Months,36,0.0699, ,,,,F,F,T,T,YA-117-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
118,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 48 Months,48,0.0699, ,,,,F,F,T,T,YA-118-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
119,T,ALL,F,T,2026-08-01,2026-09-30,6.99% for 60 Months,60,0.0699, ,,,,F,F,T,T,YA-119-46235,299, ,Installment,YANMAR,Yanmar Finance / Vibrant Credit Union,,,,T,,,,,,,,,,,,,,,,,,,,,,https://preapproval.yanmaramericafinance.com//main#/entity/FTOS_BNKAP_RetailApplicantData/insert/form/VIB_B2C_CustomerDataCollect/buid=5d9102ad-07f0-490f-b80d-b21df1026aa0,Standard-rate financing; cash rebates may be used. Rate may increase 1% for 80.01%-110% LTV or 3% above 110% LTV.
