SKU,Description,Active,AssemblyAmount,AssemblyOption,AssemblyTime,BrandID,Category,DeliveryGroup,DiscountEligible,DisplayAvailability,FinancingEligible,FreightGroup,LocalDelivery,Model,MSRP,PowerType,ProductType,PromoName,QtyDanbury,QtyNewMilford,RebateEligible,RebateEndDate,RebateStartDate,RebateToCustomer,SaleEndDate,SalePrice,SaleStartDate,Series,SortOrder,SpecialFinancingEligible,SubCategory,System,Taxable,AllowBackorder,BuyOnlineEligible,MaximumOnLineQty,AvailabilityRequestEligible,ShippingEligible,ShippingRateType,ShipWeight,ShipLength,ShipWidth,ShipHeight,ShippingCarrierRule,ShippingRestriction,ShipsSeparately,RequiredEngineHPMin,RequiredEngineHPMax,RequiredPTOHPMin,RequiredPTOHPMax,RequiredSKU1,RequiredSKU1Qty,SKU1Requires1,SKU1Requires1Qty,SKU1Requires2,SKU1Requires2Qty,RequiredSKU2,RequiredSKU2Qty,SKU2Requires1,SKU2Requires1Qty,SKU2Requires2,SKU2Requires2Qty,RequiredSKU3,RequiredSKU3Qty,SKU3Requires1,SKU3Requires1Qty,SKU3Requires2,SKU3Requires2Qty,YZ252,YZ260,YZ360,YZ372,YZ460,YZ472,GROUP_SA223,SA223KBH-L,GROUP_SA325,GROUP_SA425,GROUP_SA425DHX,GROUP_YT235,GROUP_YT235C,GROUP_YT347,GROUP_YT347C,GROUP_YT359,GROUP_YT359C,GROUP_YM225,GROUP_YM232,GROUP_YM238,GROUP_YM342,GROUP_YM347,GROUP_YM359,GROUP_SM240,GROUP_SM240H,GROUP_SM475,WeightLb,WeightKg,Weight,WeightUnit,SpecLabel1,SpecValue1,SpecLabel2,SpecValue2,SpecLabel3,SpecValue3,SpecLabel4,SpecValue4,SpecLabel5,SpecValue5,SpecLabel6,SpecValue6,SpecLabel7,SpecValue7,SpecLabel8,SpecValue8,SpecLabel9,SpecValue9,SpecLabel10,SpecValue10
YL605-YM34P,YL605 Front Loader,T,300,T,3,YANMAR,Attachments,,T,T,T,YANMAR-ATTACHMENT,,YL605-YM34P,7454,,Attachment, ,0,0,T,,,,,,,,295,,,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YL605-YM35P,YL605 Front Loader,T,300,T,3,YANMAR,Attachments,,T,T,T,YANMAR-ATTACHMENT,,YL605-YM35P,7454,,Attachment, ,0,0,T,,,,,,,,296,,,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YL610B-YT34P,YL610 Front Loader,T,300,T,3,YANMAR,Attachments,,T,T,T,YANMAR-ATTACHMENT,,YL610B-YT34P,8128,,Attachment, ,0,0,T,,,,,,,,297,,,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YL610B-YT35P,YL610 Front Loader,T,300,T,3,YANMAR,Attachments,,T,T,T,YANMAR-ATTACHMENT,,YL610B-YT35P,8128,,Attachment, ,0,0,T,,,,,,,,298,,,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLG114.5,Yanmar YLG114.5 - 4.5' Land Grader,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLG114.5,1581,,Attachment,,0,0,T,,,,,,,Tarter,474,,Land Grader,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLG215,Yanmar YLG215 - 5' Land Grader,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLG215,2067,,Attachment,,0,0,T,,,,,,,Tarter,475,,Land Grader,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLG216,Yanmar YLG216 - 6' Land Grader,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLG216,2434,,Attachment,,0,0,T,,,,,,,Tarter,476,,Land Grader,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLG318,Yanmar YLG318 - 8' Land Grader,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLG318,2967,,Attachment,,0,0,T,,,,,,,Tarter,477,,Land Grader,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR104,Yanmar YLR104 - 4' Landscape Rake,T,0,T,0,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR104,987,,Attachment,,0,0,T,,,,,,,Tarter,460,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR205,Yanmar YLR205 - 5' Landscape Rake,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR205,1117,,Attachment,,0,0,T,,,,,,,Tarter,461,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR206,Yanmar YLR206 - 6' Landscape Rake,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR206,1162,,Attachment,,0,0,T,,,,,,,Tarter,462,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR207,Yanmar YLR207 - 7' Landscape Rake,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR207,1231,,Attachment,,0,0,T,,,,,,,Tarter,463,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR306,Yanmar YLR306 - 6' Landscape Rake,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR306,1612,,Attachment,,0,0,T,,,,,,,Tarter,464,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLR307,Yanmar YLR307 - 7' Landscape Rake,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLR307,1735,,Attachment,,0,0,T,,,,,,,Tarter,465,,Landscape Rake,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YLRWK,Landscape Rake Wheel Kit,T,50,T,0.5,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YLRWK,621,,Accessory,,0,0,T,,,,,,,Tarter,500,, ,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMB20,Yanmar YMB20 Middle Buster,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YMB20,444,,Attachment,,0,0,T,,,,,,,Tarter,452,,Middle Buster,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMBSS10,Yanmar YMBSS10 Middle Buster Sub Soiler Combo,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YMBSS10,396,,Attachment,,0,0,T,,,,,,,Tarter,451,,Subsoiler,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMDM50,Disc Mower,T,0,T,0,YANMAR,Attachments, ,T,T,T,YANMAR-ATTACHMENT,F,CV5080N1A,8819, ,Attachment, ,0,0,T,2026-09-30,2026-08-01,400,,,,,249,,,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMGR88,Hay Rake,T,0,T,0,YANMAR,Attachments, ,T,T,T,YANMAR-ATTACHMENT,F,CV5080N1A,5401, ,Attachment, ,0,0,T,2026-09-30,2026-08-01,250,,,,,248,,,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMP201,Yanmar YMP201 - 1 Bottom Mold Board Plow,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YMP201,1350,,Attachment,,0,0,T,,,,,,,Tarter,447,,Mold Board Plow,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMP202,Yanmar YMP202 - 2 Bottom Mold Board Plow,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YMP202,2085,,Attachment,,0,0,T,,,,,,,Tarter,448,,Mold Board Plow,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMRB32,Hay Baler,T,0,T,0,YANMAR,Attachments, ,T,T,T,YANMAR-ATTACHMENT,F,CV5020N1A,15054,  ,Attachment, ,0,0,T,2026-09-30,2026-08-01,700,,,,,247,,,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPFQA,Yanmar YPFQA Pallet Fork Quick Attach,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YPFQA,1479,,Attachment,,0,0,T,,,,,,,Tarter,497,,Pallet Forks,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPFQA12,Yanmar YPFQA12 Pallet Fork Quick Attach,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YPFQA12,1110,,Attachment,,0,0,T,,,,,,,Tarter,496,,Pallet Forks,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPFS20,Yanmar YPFS20 Poly Fertilizer Spreader,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YPFS20,1227,,Attachment,,0,0,T,,,,,,,Tarter,487,,Spreader,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YQASP6,Yanmar YQASP6 - 6' Front-Attach Snow Pusher,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YQASP6,2453,,Attachment,,0,0,T,,,,,,,Tarter,492,,Snow Pusher,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YQASP7,Yanmar YQASP7 - Quick-Attach Snow Pusher,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YQASP7,2726,,Attachment,,0,0,T,,,,,,,Tarter,493,,Snow Pusher,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YQASP8,Yanmar YQASP8 - 8' Front-Attach Snow Pusher,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YQASP8,2849,,Attachment,,0,0,T,,,,,,,Tarter,494,,Snow Pusher,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YQASS,Yanmar YQASS Front-Attach Super Bale Spear,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YQASS,984,,Attachment,,0,0,T,,,,,,,Tarter,490,,Bale Spear,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRC104R,Yanmar YRC104 - 4' Rotary Cutter,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRC104R,2334,,Attachment, ,0,0,T,,,,,,,Tarter,426,,Rotary Cutter,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRC104SCR,Yanmar YRC104 - 4' Rotary Cutter w/Slip Clutch,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRC104SCR,2492,,Attachment,,0,0,T,,,,,,,Tarter,430,,Rotary Cutter,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRC205R,Yanmar YRC205 - 5' Rotary Cutter,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRC205R,2571,,Attachment,,0,0,T,,,,,,,Tarter,427,,Rotary Cutter,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRC205SCR,Yanmar YRC205 - 5' Rotary Cutter w/Slip Clutch,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRC205SCR,2817,,Attachment,,0,0,T,,,,,,,Tarter,431,,Rotary Cutter,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRC206R,Yanmar YRC206 - 6' Rotary Cutter,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRC206R,2947,,Attachment,,0,0,T,,,,,,,Tarter,428,,Rotary Cutter,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRC206SCR,Yanmar YRC206 - 6' Rotary Cutter w/Slip Clutch,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRC206SCR,3193,,Attachment,,0,0,T,,,,,,,Tarter,432,,Rotary Cutter,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRC306,Yanmar YRC306 - 6' Rotary Cutter,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRC306,4177,,Attachment,,0,0,T,,,,,,,Tarter,429,,Rotary Cutter,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRT104,Yanmar YRT104 - 4' Rotary Tiller,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRT104,3562,,Attachment,,0,0,T,,,,,,,Tarter,434,,Tiller,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRT205,Yanmar YRT205 - 5' Rotary Tiller,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRT205,4048,,Attachment,,0,0,T,,,,,,,Tarter,435,,Tiller,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YRT206,Yanmar YRT206 - 6' Rotary Tiller,T,200,T,2,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YRT206,4495,,Attachment,,0,0,T,,,,,,,Tarter,436,,Tiller,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YSS20,Yanmar YSS20 Subsoiler,T,100,T,1,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YSS20,468,,Attachment,,0,0,T,,,,,,,Tarter,450,,Subsoiler,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YTM20,Yanmar YTM20 Trailer Mover,T,0,T,0,YANMAR,Attachments,,T,T,T,Tarter Attachment,,YTM20,495,,Attachment,,0,0,T,,,,,,,Tarter,479,,Trailer Mover,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZB200,Bagger,T,100,T,1,YANMAR,Attachments,,T,T,T,YANMAR-ATTACHMENT,,YZB200,1766,,Attachment, ,0,0,T,,,,,,,,299,,,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YZB360-400,Bagger,T,100,T,1,YANMAR,Attachments,,T,T,T,YANMAR-ATTACHMENT,,YZB360-400,3092,,Attachment, ,0,0,T,,,,,,,,300,,,Attachment,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
